,series_id,year,period,value,footnotes
419,PCU327---327---               ,2017,M03,205.8,          
420,PCU327---327---               ,2017,M04,207.0,p
421,PCU327---327---               ,2017,M05,206.7,p
422,PCU327---327---               ,2017,M06,206.9,p
423,PCU327---327---               ,2017,M07,207.1,p
424,PCU3271--3271--               ,2003,M12,100.0,          
425,PCU3271--3271--               ,2004,M01,100.4,          
426,PCU3271--3271--               ,2004,M02,100.8,          
427,PCU3271--3271--               ,2004,M03,100.7,          
428,PCU3271--3271--               ,2004,M04,100.8,          
429,PCU3271--3271--               ,2004,M05,101.2,          
430,PCU3271--3271--               ,2004,M06,101.8,          
431,PCU3271--3271--               ,2004,M07,101.9,          
432,PCU3271--3271--               ,2004,M08,101.9,          
433,PCU3271--3271--               ,2004,M09,102.0,          
434,PCU3271--3271--               ,2004,M10,102.0,          
435,PCU3271--3271--               ,2004,M11,102.0,          
436,PCU3271--3271--               ,2004,M12,102.0,          
437,PCU3271--3271--               ,2004,M13,101.5,          
438,PCU3271--3271--               ,2005,M01,103.6,          
439,PCU3271--3271--               ,2005,M02,104.1,          
440,PCU3271--3271--               ,2005,M03,104.6,          
441,PCU3271--3271--               ,2005,M04,104.6,          
442,PCU3271--3271--               ,2005,M05,104.8,          
443,PCU3271--3271--               ,2005,M06,105.1,          
444,PCU3271--3271--               ,2005,M07,105.0,          
445,PCU3271--3271--               ,2005,M08,105.2,          
446,PCU3271--3271--               ,2005,M09,105.2,          
447,PCU3271--3271--               ,2005,M10,105.6,          
448,PCU3271--3271--               ,2005,M11,106.8,          
449,PCU3271--3271--               ,2005,M12,107.2,          
450,PCU3271--3271--               ,2005,M13,105.1,          
451,PCU3271--3271--               ,2006,M01,108.9,          
452,PCU3271--3271--               ,2006,M02,109.4,          
453,PCU3271--3271--               ,2006,M03,109.6,          
454,PCU3271--3271--               ,2006,M04,110.2,          
455,PCU3271--3271--               ,2006,M05,110.2,          
456,PCU3271--3271--               ,2006,M06,110.4,          
457,PCU3271--3271--               ,2006,M07,110.6,          
458,PCU3271--3271--               ,2006,M08,111.0,          
459,PCU3271--3271--               ,2006,M09,111.3,          
460,PCU3271--3271--               ,2006,M10,111.2,          
461,PCU3271--3271--               ,2006,M11,111.2,          
462,PCU3271--3271--               ,2006,M12,111.3,          
463,PCU3271--3271--               ,2006,M13,110.4,          
464,PCU3271--3271--               ,2007,M01,112.1,          
465,PCU3271--3271--               ,2007,M02,112.3,          
466,PCU3271--3271--               ,2007,M03,113.3,          
467,PCU3271--3271--               ,2007,M04,113.0,          
468,PCU3271--3271--               ,2007,M05,113.1,          
469,PCU3271--3271--               ,2007,M06,113.1,          
470,PCU3271--3271--               ,2007,M07,113.2,          
471,PCU3271--3271--               ,2007,M08,113.5,          
472,PCU3271--3271--               ,2007,M09,113.7,          
473,PCU3271--3271--               ,2007,M10,113.2,          
474,PCU3271--3271--               ,2007,M11,113.3,          
475,PCU3271--3271--               ,2007,M12,113.6,          
476,PCU3271--3271--               ,2007,M13,113.1,          
477,PCU3271--3271--               ,2008,M01,114.4,          
478,PCU3271--3271--               ,2008,M02,114.9,          
479,PCU3271--3271--               ,2008,M03,115.0,          
480,PCU3271--3271--               ,2008,M04,115.3,          
481,PCU3271--3271--               ,2008,M05,115.1,          
482,PCU3271--3271--               ,2008,M06,115.4,          
483,PCU3271--3271--               ,2008,M07,116.1,          
484,PCU3271--3271--               ,2008,M08,116.5,          
485,PCU3271--3271--               ,2008,M09,116.8,          
486,PCU3271--3271--               ,2008,M10,117.3,          
487,PCU3271--3271--               ,2008,M11,117.5,          
488,PCU3271--3271--               ,2008,M12,117.9,          
489,PCU3271--3271--               ,2008,M13,116.0,          
490,PCU3271--3271--               ,2009,M01,119.1,          
491,PCU3271--3271--               ,2009,M02,119.2,          
492,PCU3271--3271--               ,2009,M03,119.3,          
493,PCU3271--3271--               ,2009,M04,119.1,          
494,PCU3271--3271--               ,2009,M05,119.1,          
495,PCU3271--3271--               ,2009,M06,119.6,          
496,PCU3271--3271--               ,2009,M07,119.5,          
497,PCU3271--3271--               ,2009,M08,119.6,          
498,PCU3271--3271--               ,2009,M09,119.6,          
499,PCU3271--3271--               ,2009,M10,119.4,          
500,PCU3271--3271--               ,2009,M11,119.5,          
501,PCU3271--3271--               ,2009,M12,119.7,          
502,PCU3271--3271--               ,2009,M13,119.4,          
503,PCU3271--3271--               ,2010,M01,119.7,          
504,PCU3271--3271--               ,2010,M02,119.8,          
505,PCU3271--3271--               ,2010,M03,119.8,          
506,PCU3271--3271--               ,2010,M04,119.9,          
507,PCU3271--3271--               ,2010,M05,120.1,          
508,PCU3271--3271--               ,2010,M06,120.3,          
509,PCU3271--3271--               ,2010,M07,120.3,          
510,PCU3271--3271--               ,2010,M08,120.6,          
511,PCU3271--3271--               ,2010,M09,120.4,          
512,PCU3271--3271--               ,2010,M10,120.8,          
513,PCU3271--3271--               ,2010,M11,120.4,          
514,PCU3271--3271--               ,2010,M12,120.5,          
515,PCU3271--3271--               ,2010,M13,120.2,          
516,PCU3271--3271--               ,2011,M01,120.1,          
517,PCU3271--3271--               ,2011,M02,122.6,          
518,PCU3271--3271--               ,2011,M03,122.9,          
519,PCU3271--3271--               ,2011,M04,122.9,          
520,PCU3271--3271--               ,2011,M05,123.2,          
521,PCU3271--3271--               ,2011,M06,123.3,          
522,PCU3271--3271--               ,2011,M07,123.3,          
523,PCU3271--3271--               ,2011,M08,123.4,          
524,PCU3271--3271--               ,2011,M09,123.2,          
525,PCU3271--3271--               ,2011,M10,123.2,          
526,PCU3271--3271--               ,2011,M11,123.3,          
527,PCU3271--3271--               ,2011,M12,123.6,          
528,PCU3271--3271--               ,2011,M13,122.9,          
529,PCU3271--3271--               ,2012,M01,124.1,          
530,PCU3271--3271--               ,2012,M02,124.5,          
531,PCU3271--3271--               ,2012,M03,124.5,          
532,PCU3271--3271--               ,2012,M04,124.7,          
533,PCU3271--3271--               ,2012,M05,124.8,          
534,PCU3271--3271--               ,2012,M06,125.0,          
535,PCU3271--3271--               ,2012,M07,124.9,          
536,PCU3271--3271--               ,2012,M08,124.6,          
537,PCU3271--3271--               ,2012,M09,124.9,          
538,PCU3271--3271--               ,2012,M10,125.3,          
539,PCU3271--3271--               ,2012,M11,124.9,          
540,PCU3271--3271--               ,2012,M12,124.8,          
541,PCU3271--3271--               ,2012,M13,124.7,          
542,PCU3271--3271--               ,2013,M01,124.8,          
543,PCU3271--3271--               ,2013,M02,125.4,          
544,PCU3271--3271--               ,2013,M03,125.8,          
545,PCU3271--3271--               ,2013,M04,126.3,          
546,PCU3271--3271--               ,2013,M05,126.7,          
547,PCU3271--3271--               ,2013,M06,126.6,          
548,PCU3271--3271--               ,2013,M07,127.7,          
549,PCU3271--3271--               ,2013,M08,127.8,          
550,PCU3271--3271--               ,2013,M09,127.5,          
551,PCU3271--3271--               ,2013,M10,127.4,          
552,PCU3271--3271--               ,2013,M11,128.0,          
553,PCU3271--3271--               ,2013,M12,127.8,          
554,PCU3271--3271--               ,2013,M13,126.8,          
555,PCU3271--3271--               ,2014,M01,127.3,          
556,PCU3271--3271--               ,2014,M02,127.5,          
557,PCU3271--3271--               ,2014,M03,127.6,          
558,PCU3271--3271--               ,2014,M04,127.7,          
559,PCU3271--3271--               ,2014,M05,127.9,          
560,PCU3271--3271--               ,2014,M06,128.4,          
561,PCU3271--3271--               ,2014,M07,128.5,          
562,PCU3271--3271--               ,2014,M08,128.7,          
563,PCU3271--3271--               ,2014,M09,128.9,          
564,PCU3271--3271--               ,2014,M10,129.0,          
565,PCU3271--3271--               ,2014,M11,128.8,          
566,PCU3271--3271--               ,2014,M12,128.7,          
567,PCU3271--3271--               ,2014,M13,128.3,          
568,PCU3271--3271--               ,2015,M01,129.2,          
